loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,dti,bad_loans
25000, 36 months,16.49,3,8,RENT,72000.0,18.18,0
3000, 36 months,7.9,6,11,MORTGAGE,87000.0,18.03,1
23325, 60 months,12.35,5,10,MORTGAGE,90000.0,21.15,1
14075, 36 months,20.5,2,4,RENT,73500.0,26.2,1
4300, 36 months,12.69,5,6,MORTGAGE,48000.0,4.13,0
7200, 36 months,6.03,6,11,MORTGAGE,114000.0,16.58,0
6000, 36 months,11.49,5,0,RENT,63552.0,10.33,0
5000, 36 months,19.52,3,11,RENT,17000.0,19.62,1
12000, 36 months,12.99,4,11,MORTGAGE,138600.0,11.9,0
8450, 36 months,6.99,6,5,MORTGAGE,98400.0,8.18,1
16000, 60 months,18.39,2,4,RENT,41520.0,13.79,0
11000, 36 months,12.35,5,7,RENT,100000.0,3.79,1
6600, 36 months,5.99,6,11,OWN,26400.0,13.45,0
35000, 60 months,17.57,3,1,RENT,130000.0,28.16,1
2750, 36 months,17.76,3,5,RENT,18000.0,27.0,1
14600, 60 months,19.91,2,1,RENT,75000.0,3.98,0
5000, 36 months,11.71,5,11,RENT,43000.0,13.48,0
20000, 36 months,16.78,4,11,RENT,80000.0,18.39,1
14500, 36 months,5.42,6,11,MORTGAGE,120000.0,7.15,0
4800, 36 months,7.49,6,1,RENT,24000.0,4.25,0
11000, 36 months,12.42,5,2,RENT,85000.0,18.17,0
2500, 36 months,14.65,4,11,RENT,48000.0,14.68,0
16000, 36 months,14.35,4,11,MORTGAGE,82500.0,18.3,1
4600, 36 months,14.79,4,6,MORTGAGE,70000.0,23.11,0
24575, 60 months,19.52,3,2,MORTGAGE,56000.0,21.09,1
2000, 36 months,12.69,5,0,MORTGAGE,48000.0,1.5,0
2500, 36 months,15.7,3,1,MORTGAGE,44000.0,11.05,1
4000, 36 months,5.99,6,7,MORTGAGE,95000.0,7.57,0
19000, 60 months,17.14,2,1,RENT,54996.0,23.26,1
12000, 36 months,12.35,5,5,RENT,96000.0,2.21,1
4800, 36 months,10.99,5,11,OWN,120000.0,13.24,0
6000, 36 months,15.96,4,2,OWN,24000.0,5.75,0
35000, 36 months,18.55,3,11,MORTGAGE,184000.0,23.32,1
2000, 36 months,11.12,5,4,RENT,49500.0,13.28,1
10000, 36 months,5.99,6,11,RENT,59600.0,11.42,0
18000, 36 months,10.71,5,7,RENT,52610.0,15.6,1
3000, 36 months,20.25,1,1,RENT,29000.0,14.19,0
4800, 36 months,7.9,6,2,RENT,60000.0,14.44,0
35000, 60 months,24.08,1,2,MORTGAGE,110000.0,15.45,1
12000, 36 months,6.03,6,6,MORTGAGE,64000.0,15.64,0
7000, 36 months,6.99,6,6,MORTGAGE,58000.0,8.67,0
3000, 36 months,14.27,4,2,MORTGAGE,120000.0,16.86,0
16000, 60 months,15.99,3,11,OWN,60000.0,14.12,1
3200, 60 months,19.42,2,2,RENT,42100.0,3.62,0
5800, 36 months,12.42,5,11,MORTGAGE,72000.0,11.75,0
2000, 36 months,12.99,4,11,MORTGAGE,40000.0,4.98,0
25000, 60 months,18.64,2,2,RENT,55000.0,23.41,1
30000, 60 months,21.74,1,4,RENT,324996.0,8.3,0
20000, 60 months,22.35,1,9,RENT,73000.0,14.1,1
10000, 36 months,10.99,5,4,MORTGAGE,35000.0,22.05,0
12925, 60 months,11.49,5,11,MORTGAGE,75000.0,11.25,1
10000, 60 months,21.0,2,1,MORTGAGE,40000.0,7.2,1
12500, 60 months,13.49,4,1,MORTGAGE,40000.0,11.94,0
14000, 36 months,6.03,6,5,RENT,40000.0,27.66,0
14000, 36 months,6.62,6,2,MORTGAGE,115200.0,12.41,0
27050, 36 months,13.49,4,5,RENT,60000.0,21.34,0
20000, 60 months,19.42,2,11,MORTGAGE,48000.0,16.2,0
3500, 36 months,14.27,4,1,RENT,34000.0,20.19,0
1000, 36 months,14.17,4,10,RENT,50000.0,22.7,1
10000, 36 months,15.61,4,4,MORTGAGE,81000.0,28.44,1
4500, 36 months,11.14,5,1,RENT,32000.0,12.98,1
5000, 36 months,8.49,6,2,MORTGAGE,115000.0,8.82,0
5000, 36 months,14.11,3,4,OWN,22724.0,22.76,1
30000, 36 months,16.29,3,3,RENT,140000.0,11.16,0
8000, 36 months,6.99,6,11,RENT,70000.0,15.67,0
17000, 60 months,11.49,5,7,RENT,60000.0,16.14,1
15000, 36 months,15.27,4,7,RENT,185000.0,7.85,0
20000, 60 months,20.53,0,11,MORTGAGE,93000.0,11.39,1
15000, 60 months,16.89,3,4,MORTGAGE,56000.0,24.43,0
7200, 36 months,17.58,3,11,RENT,40000.0,21.54,0
29000, 60 months,11.49,5,7,MORTGAGE,73000.0,20.78,0
9250, 36 months,7.9,6,2,MORTGAGE,92700.0,29.48,0
23750, 36 months,10.99,5,7,MORTGAGE,80000.0,7.38,0
16000, 36 months,10.99,5,5,MORTGAGE,42000.0,4.77,1
20000, 60 months,22.2,2,11,MORTGAGE,200000.0,7.27,1
1500, 36 months,12.99,4,3,RENT,26000.0,4.71,0
1000, 36 months,7.51,6,11,MORTGAGE,42806.0,23.44,0
4000, 36 months,6.62,6,4,RENT,65000.0,7.92,0
2400, 36 months,7.29,6,5,RENT,41000.0,1.26,1
12000, 36 months,12.53,5,11,MORTGAGE,60000.0,19.32,1
5000, 36 months,14.27,4,3,RENT,78500.0,9.58,0
12000, 36 months,6.99,6,4,MORTGAGE,120000.0,4.71,1
6000, 36 months,8.9,6,3,MORTGAGE,52000.0,3.97,0
9000, 60 months,17.49,3,6,RENT,99840.0,11.69,1
6000, 36 months,7.49,6,7,RENT,56000.0,10.03,0
1500, 36 months,10.99,5,1,RENT,33996.0,16.13,0
21250, 60 months,16.2,4,3,MORTGAGE,48000.0,9.65,1
19700, 36 months,7.9,6,1,MORTGAGE,78000.0,13.57,0
14000, 36 months,6.99,6,6,RENT,41000.0,25.29,0
15000, 36 months,8.49,6,3,MORTGAGE,85000.0,10.69,0
13200, 36 months,5.42,6,6,RENT,62000.0,7.99,0
5500, 36 months,7.49,6,4,RENT,48000.0,4.78,0
5000, 36 months,12.99,4,3,OWN,38000.0,24.51,1
7200, 36 months,8.07,6,11,MORTGAGE,61200.0,17.0,1
5000, 36 months,12.99,4,5,MORTGAGE,106000.0,11.42,0
12875, 36 months,21.0,2,0,MORTGAGE,45400.0,23.05,1
14400, 60 months,11.49,5,3,OWN,34920.0,23.99,0
10000, 36 months,13.79,4,7,RENT,60000.0,15.14,1
6000, 36 months,17.27,3,8,MORTGAGE,120000.0,13.01,0
24000, 60 months,19.69,2,1,RENT,90000.0,19.01,0
15000, 60 months,14.27,4,1,OWN,45000.0,18.32,0
19900, 36 months,11.83,5,10,RENT,64000.0,8.18,1
16000, 60 months,18.3,1,5,RENT,48000.0,10.72,1
2000, 36 months,11.99,5,5,MORTGAGE,55000.0,18.92,1
25000, 36 months,21.15,2,1,RENT,90000.0,6.33,1
11325, 36 months,18.85,3,3,RENT,70000.0,15.65,1
7500, 36 months,12.99,4,11,RENT,58000.0,17.15,0
35000, 60 months,26.06,0,11,RENT,105000.0,30.78,1
10000, 60 months,15.21,3,3,RENT,48000.0,11.25,1
16000, 36 months,10.99,5,3,RENT,83000.0,12.2,0
18825, 60 months,13.43,4,11,MORTGAGE,40000.0,21.15,1
14500, 60 months,23.59,0,4,MORTGAGE,150000.0,17.15,0
7125, 36 months,11.71,5,1,MORTGAGE,22800.0,20.05,1
28000, 60 months,16.78,4,11,MORTGAGE,94000.0,33.77,1
10000, 60 months,15.95,2,11,MORTGAGE,38400.0,14.41,1
3000, 36 months,10.51,5,9,MORTGAGE,40000.0,16.08,1
7750, 60 months,16.49,3,9,MORTGAGE,65000.0,22.74,1
28200, 36 months,23.4,2,11,MORTGAGE,100000.0,17.1,1
6000, 36 months,8.9,6,11,RENT,83954.0,17.48,0
14675, 36 months,13.98,4,0,RENT,35000.0,18.62,1
1000, 36 months,19.2,3,0,MORTGAGE,33480.0,20.97,1
12000, 36 months,6.62,6,3,RENT,24000.0,12.8,0
9600, 36 months,15.1,4,7,RENT,165000.0,14.79,1
10250, 36 months,14.65,4,6,MORTGAGE,56000.0,19.63,0
15000, 36 months,10.65,5,9,MORTGAGE,75000.0,16.34,1
5000, 36 months,6.03,6,1,MORTGAGE,60000.0,1.2,0
6000, 36 months,6.03,6,2,RENT,60000.0,10.28,0
12000, 36 months,12.69,5,9,RENT,39996.0,6.81,0
17500, 60 months,18.67,1,3,MORTGAGE,90000.0,17.96,1
4800, 36 months,11.71,5,5,RENT,40000.0,17.1,0
8000, 36 months,12.99,4,0,RENT,48000.0,15.43,0
20000, 60 months,13.99,4,11,MORTGAGE,52000.0,27.76,0
10600, 36 months,12.99,4,1,RENT,31200.0,19.58,1
33000, 60 months,17.99,2,11,MORTGAGE,82800.0,21.88,1
10000, 36 months,5.99,6,7,MORTGAGE,105000.0,2.91,0
16800, 36 months,16.78,4,6,RENT,77500.0,14.97,1
3000, 36 months,11.99,5,5,OWN,19200.0,1.88,0
24000, 60 months,21.7,2,11,MORTGAGE,70000.0,23.39,1
13000, 36 months,14.18,2,3,RENT,36000.0,18.93,1
20000, 36 months,11.11,5,11,RENT,44000.0,17.67,1
1775, 36 months,7.49,6,4,MORTGAGE,55000.0,21.36,0
7000, 36 months,9.45,5,3,OWN,100000.0,7.6,1
25975, 60 months,24.89,1,7,MORTGAGE,140000.0,27.39,1
25000, 60 months,13.72,4,11,MORTGAGE,144000.0,13.51,1
5000, 36 months,11.71,5,11,MORTGAGE,110000.0,15.07,0
15000, 36 months,10.99,5,11,MORTGAGE,54000.0,23.38,1
4000, 36 months,12.73,4,8,MORTGAGE,25200.0,14.81,1
25000, 60 months,14.27,4,10,MORTGAGE,80000.0,10.88,0
1500, 36 months,11.36,5,11,MORTGAGE,58000.0,24.74,1
10000, 36 months,14.96,3,3,MORTGAGE,63000.0,11.5,1
30000, 60 months,14.17,4,6,MORTGAGE,214992.0,5.74,1
19150, 36 months,6.99,6,5,MORTGAGE,79100.0,5.69,0
1450, 36 months,8.49,6,4,MORTGAGE,45600.0,16.05,0
35000, 60 months,25.8,0,1,RENT,128000.0,20.12,1
6000, 36 months,9.91,5,6,RENT,50000.0,22.56,0
5000, 36 months,10.99,5,11,RENT,52100.0,19.28,0
12250, 36 months,23.4,2,4,RENT,45000.0,5.28,1
12375, 36 months,17.76,3,3,OWN,45000.0,13.76,1
14000, 36 months,12.99,4,3,RENT,66000.0,5.33,0
30000, 60 months,13.99,4,11,RENT,54996.0,13.94,0
4500, 36 months,21.15,2,4,RENT,95000.0,15.85,1
6400, 60 months,12.23,4,8,MORTGAGE,85000.0,4.74,1
16000, 60 months,10.99,5,11,MORTGAGE,65000.0,23.15,0
1000, 36 months,7.9,6,2,RENT,35000.0,16.15,0
6075, 36 months,18.25,3,8,MORTGAGE,74436.0,13.04,1
10000, 36 months,11.99,5,11,MORTGAGE,50000.0,18.65,1
2000, 36 months,10.65,5,0,RENT,12000.0,14.1,0
22250, 60 months,15.88,4,6,RENT,60000.0,3.12,1
18000, 36 months,16.63,2,3,RENT,49400.0,10.91,1
3500, 36 months,12.69,5,1,RENT,34000.0,15.78,0
16750, 60 months,11.49,5,8,RENT,39000.0,22.71,1
5500, 36 months,15.22,4,7,RENT,47000.0,30.1,1
8000, 36 months,10.99,5,11,RENT,54000.0,11.8,0
6000, 36 months,12.42,5,9,OWN,68000.0,10.11,1
6500, 36 months,17.1,4,0,MORTGAGE,35600.0,24.4,1
12000, 60 months,19.52,3,10,RENT,70000.0,15.12,1
7200, 36 months,6.62,6,3,MORTGAGE,182004.0,10.28,0
4975, 36 months,7.51,6,4,RENT,34000.0,3.64,1
4800, 36 months,13.49,4,9,MORTGAGE,72000.0,15.8,0
9325, 36 months,13.05,5,8,OWN,27000.0,13.29,1
10575, 36 months,11.55,5,4,RENT,31564.0,18.52,1
7875, 60 months,17.27,3,7,OWN,38400.0,10.28,1
8550, 36 months,14.3,3,1,RENT,79000.0,18.14,1
20000, 36 months,6.62,6,5,MORTGAGE,55000.0,5.04,0
8450, 60 months,11.49,5,2,RENT,42000.0,24.71,1
5000, 36 months,6.62,6,4,OWN,32500.0,16.32,1
19750, 60 months,23.22,0,2,MORTGAGE,107000.0,18.0,0
15250, 60 months,12.68,4,6,RENT,38000.0,29.08,1
20000, 60 months,17.58,3,3,MORTGAGE,42000.0,8.91,0
9600, 36 months,13.68,4,11,MORTGAGE,78000.0,17.14,1
11625, 60 months,10.65,5,6,MORTGAGE,66000.0,11.49,1
20000, 60 months,18.25,3,10,MORTGAGE,91140.0,13.61,0
20400, 36 months,17.74,2,3,OWN,57000.0,6.84,1
7500, 36 months,10.08,5,5,MORTGAGE,80000.0,17.61,1
6000, 36 months,12.42,5,4,RENT,45600.0,10.63,1
12000, 36 months,14.65,4,6,RENT,36888.0,15.45,0
8875, 36 months,10.74,5,2,RENT,23000.0,17.32,1
10000, 36 months,13.05,5,11,MORTGAGE,50000.0,20.09,1
5000, 36 months,15.96,4,2,RENT,56650.0,10.91,0
5050, 36 months,12.29,4,6,MORTGAGE,62000.0,8.25,1
4200, 36 months,16.82,2,5,RENT,34000.0,16.02,1
9000, 60 months,19.69,2,11,OWN,46590.0,18.47,1
7200, 36 months,10.38,5,3,RENT,55700.0,16.5,1
15000, 36 months,14.27,4,11,MORTGAGE,67200.0,11.11,0
22750, 60 months,24.99,1,11,MORTGAGE,52000.0,21.95,1
13200, 36 months,15.88,4,11,MORTGAGE,43000.0,20.07,1
8000, 36 months,11.49,5,2,RENT,60000.0,23.74,1
15000, 60 months,15.23,4,3,RENT,82000.0,16.76,0
15000, 60 months,18.25,3,3,RENT,281000.0,8.71,0
2200, 36 months,22.7,2,7,RENT,60000.0,22.22,1
3000, 60 months,12.42,5,1,RENT,46008.0,18.23,0
12000, 36 months,16.29,3,10,RENT,36000.0,14.0,0
16000, 36 months,10.65,5,10,MORTGAGE,55000.0,13.33,0
10000, 36 months,18.85,3,0,RENT,40000.0,25.53,1
12000, 36 months,17.1,4,0,MORTGAGE,54000.0,16.93,1
12000, 36 months,9.67,5,4,MORTGAGE,63000.0,29.5,1
20000, 36 months,10.65,5,11,MORTGAGE,95000.0,20.32,0
6000, 36 months,8.49,6,1,RENT,30000.0,9.24,0
14400, 60 months,24.5,1,3,RENT,40976.0,30.75,1
10000, 36 months,17.57,3,7,RENT,100000.0,3.28,1
2000, 36 months,22.2,2,1,RENT,17500.0,25.36,1
3000, 36 months,15.62,4,6,RENT,60000.0,20.24,0
13750, 60 months,11.49,5,7,MORTGAGE,27600.0,2.91,1
15000, 36 months,9.76,5,8,MORTGAGE,65000.0,11.35,1
18000, 36 months,11.99,5,11,MORTGAGE,40000.0,24.6,1
7200, 36 months,10.65,5,4,RENT,45000.0,14.77,0
4000, 36 months,17.58,3,2,RENT,50000.0,10.78,0
12000, 36 months,13.16,4,9,MORTGAGE,81000.0,20.5,1
24000, 36 months,10.74,5,2,MORTGAGE,80000.0,28.98,1
6000, 36 months,10.59,5,4,RENT,21600.0,5.06,0
1800, 36 months,13.93,2,3,MORTGAGE,29500.0,22.13,1
18000, 36 months,13.48,4,11,RENT,36720.0,15.23,1
12800, 60 months,16.77,3,6,OWN,50000.0,19.12,0
25000, 36 months,19.52,3,1,MORTGAGE,62500.0,29.03,1
25000, 60 months,17.76,3,2,RENT,72000.0,20.73,1
7350, 36 months,19.2,3,11,RENT,35000.0,20.64,1
12000, 60 months,9.99,5,11,MORTGAGE,71000.0,23.78,0
6625, 36 months,13.06,4,3,RENT,28000.0,19.89,1
12000, 36 months,7.51,6,4,OWN,75000.0,9.76,1
8400, 60 months,14.27,4,1,MORTGAGE,72000.0,10.03,0
6000, 36 months,8.9,6,11,MORTGAGE,51600.0,19.47,0
2500, 60 months,25.83,0,7,RENT,38950.0,3.39,1
18500, 60 months,10.65,5,11,OWN,40000.0,26.34,0
6000, 60 months,13.99,4,2,RENT,13800.0,9.65,1
5400, 36 months,16.29,3,2,RENT,32000.0,20.03,1
12000, 60 months,11.71,5,3,MORTGAGE,45000.0,17.87,0
29700, 60 months,11.71,5,11,MORTGAGE,57000.0,16.04,0
7000, 36 months,7.51,6,2,RENT,45000.0,10.77,0
5000, 36 months,14.65,4,2,MORTGAGE,24000.0,12.05,1
23000, 36 months,18.25,3,7,MORTGAGE,155142.0,14.96,0
10000, 36 months,15.22,4,1,RENT,45000.0,16.27,1
20000, 60 months,10.65,5,5,MORTGAGE,69000.0,16.35,0
20000, 36 months,18.55,3,9,RENT,84000.0,26.95,1
17500, 60 months,18.64,2,4,RENT,65000.0,12.24,1
20000, 36 months,10.64,5,11,MORTGAGE,68000.0,14.75,1
5000, 60 months,13.06,4,3,RENT,27300.0,8.4,1
3800, 36 months,13.49,4,9,RENT,47000.0,6.23,0
13750, 60 months,18.79,2,1,RENT,41004.0,12.38,1
10000, 60 months,9.62,5,1,OWN,63000.0,7.94,1
5000, 36 months,12.99,4,2,MORTGAGE,78000.0,18.71,0
6400, 36 months,7.49,6,11,MORTGAGE,103000.0,5.07,0
20000, 36 months,12.99,5,8,MORTGAGE,75000.0,25.57,1
5650, 36 months,10.99,5,4,MORTGAGE,72000.0,12.37,1
35000, 36 months,13.98,4,11,RENT,116000.0,14.04,1
1000, 36 months,13.99,4,5,RENT,60000.0,2.58,1
18550, 60 months,8.9,6,0,OWN,41675.0,26.21,1
24375, 60 months,15.88,4,1,RENT,55000.0,26.57,1
5000, 36 months,8.49,6,3,MORTGAGE,48000.0,1.05,0
11000, 36 months,6.99,6,10,MORTGAGE,68000.0,19.48,0
10675, 36 months,6.62,6,7,MORTGAGE,75600.0,10.11,0
20000, 60 months,11.71,5,8,MORTGAGE,210000.0,8.68,0
6000, 60 months,10.99,5,11,RENT,66000.0,8.2,1
2000, 36 months,5.42,6,11,MORTGAGE,59000.0,2.4,0
1000, 36 months,10.99,5,4,RENT,33388.0,12.44,0
2000, 36 months,17.1,4,2,MORTGAGE,84000.0,33.27,1
11300, 36 months,12.69,5,8,MORTGAGE,36000.0,16.33,0
7000, 36 months,6.99,6,2,MORTGAGE,90000.0,13.87,0
13300, 60 months,11.49,5,11,MORTGAGE,24000.0,8.1,1
10000, 60 months,11.86,5,3,RENT,72000.0,19.1,1
10000, 36 months,6.62,6,7,RENT,54000.0,8.4,0
6000, 36 months,13.49,4,4,MORTGAGE,50000.0,12.48,0
10250, 36 months,6.62,6,4,RENT,60000.0,22.1,0
23000, 60 months,18.64,2,7,RENT,62000.0,21.17,0
3000, 36 months,5.99,6,1,RENT,52000.0,0.48,0
19600, 60 months,16.78,4,4,MORTGAGE,44185.0,21.75,1
5600, 36 months,15.96,4,11,RENT,41000.0,19.99,0
18000, 60 months,15.27,4,11,MORTGAGE,60000.0,9.9,1
11200, 60 months,10.37,5,5,MORTGAGE,42000.0,15.63,1
15000, 36 months,15.05,3,5,MORTGAGE,80000.0,11.38,1
2200, 36 months,9.91,5,9,RENT,26004.0,14.95,1
9000, 36 months,16.49,3,5,OWN,55000.0,12.41,0
7200, 36 months,6.62,6,8,MORTGAGE,82008.0,17.52,0
12000, 36 months,11.71,5,1,RENT,47840.0,24.18,0
10000, 36 months,20.31,3,5,RENT,50000.0,14.28,1
2000, 36 months,16.59,3,5,RENT,24000.0,6.65,0
5000, 36 months,9.91,5,4,MORTGAGE,55000.0,6.98,0
3500, 36 months,9.99,5,7,RENT,47000.0,10.14,0
24000, 60 months,11.71,5,9,RENT,48000.0,9.8,0
10000, 36 months,14.33,4,6,MORTGAGE,48000.0,19.88,1
28250, 36 months,16.77,3,8,MORTGAGE,120000.0,6.19,0
4000, 36 months,11.71,5,0,RENT,24000.0,7.5,0
24000, 36 months,7.49,6,6,MORTGAGE,103000.0,6.78,0
2700, 36 months,11.99,5,11,MORTGAGE,60000.0,22.32,0
25000, 36 months,13.49,4,4,RENT,60000.0,16.94,0
10000, 36 months,12.85,5,1,RENT,75000.0,5.71,1
9600, 36 months,10.65,5,8,RENT,60000.0,22.28,0
8000, 36 months,6.62,6,4,MORTGAGE,50000.0,5.83,0
5000, 36 months,11.99,5,11,MORTGAGE,136886.0,24.25,1
12000, 60 months,11.99,5,3,RENT,33600.0,0.39,1
15000, 36 months,18.29,0,1,MORTGAGE,110000.0,11.09,1
6000, 36 months,11.71,5,2,RENT,37000.0,6.68,1
7000, 36 months,10.99,5,10,RENT,43000.0,29.13,1
8550, 36 months,11.99,5,4,RENT,42000.0,16.71,0
6000, 60 months,11.71,5,4,MORTGAGE,39996.0,21.99,1
9325, 36 months,19.2,3,0,RENT,42624.0,22.24,1
5650, 36 months,9.91,5,11,RENT,51000.0,17.29,0
32000, 60 months,15.61,4,1,MORTGAGE,300000.0,2.07,1
14000, 60 months,12.99,4,2,RENT,45000.0,13.49,1
3200, 36 months,13.49,4,1,RENT,31200.0,14.35,0
14400, 36 months,14.27,4,11,OWN,94104.0,9.86,0
16000, 36 months,17.49,3,11,MORTGAGE,72000.0,15.03,0
8000, 36 months,17.49,3,5,RENT,39666.0,5.51,1
4000, 36 months,16.29,3,11,RENT,75000.0,20.91,0
10000, 36 months,7.51,6,8,MORTGAGE,127500.0,5.04,0
10000, 36 months,16.77,3,10,MORTGAGE,77000.0,11.13,0
15000, 60 months,10.36,5,2,RENT,43000.0,7.34,1
16750, 36 months,20.11,0,1,RENT,60000.0,21.34,1
24000, 60 months,19.04,1,4,RENT,60204.0,18.68,1
30000, 60 months,14.27,4,2,MORTGAGE,93000.0,18.65,0
26400, 60 months,21.36,1,3,RENT,82000.0,21.94,0
12650, 36 months,8.9,6,11,MORTGAGE,87504.0,11.9,0
14000, 36 months,9.99,5,4,RENT,120000.0,6.36,0
3800, 36 months,5.99,6,3,MORTGAGE,21600.0,12.5,0
11425, 36 months,9.91,5,9,MORTGAGE,57000.0,19.47,0
5000, 36 months,9.25,6,11,MORTGAGE,97000.0,17.22,1
20000, 36 months,7.62,6,7,MORTGAGE,86000.0,9.73,1
4000, 36 months,7.9,6,1,RENT,53285.0,15.81,0
5000, 36 months,8.88,5,7,RENT,304800.0,1.63,1
2000, 36 months,15.27,4,5,MORTGAGE,80000.0,6.82,0
7800, 60 months,17.99,2,4,MORTGAGE,36000.0,19.77,1
15000, 60 months,19.91,2,5,RENT,51000.0,20.85,0
12375, 60 months,8.49,6,11,MORTGAGE,44000.0,20.65,0
5000, 36 months,5.99,6,6,RENT,15600.0,11.54,0
12000, 60 months,11.71,5,1,MORTGAGE,125000.0,8.59,0
6250, 36 months,17.27,3,5,MORTGAGE,28000.0,13.76,1
7200, 36 months,19.52,3,4,RENT,56000.0,19.16,1
21000, 36 months,14.65,4,7,MORTGAGE,96000.0,18.24,0
13000, 36 months,9.99,5,3,MORTGAGE,45000.0,6.61,1
1500, 36 months,6.03,6,7,MORTGAGE,60100.0,6.25,0
4000, 36 months,6.99,6,11,MORTGAGE,54000.0,3.29,0
12300, 36 months,12.99,4,1,RENT,55000.0,21.99,0
7500, 36 months,8.9,6,6,MORTGAGE,109000.0,20.31,0
25000, 36 months,7.49,6,11,MORTGAGE,80000.0,10.28,0
16300, 36 months,14.91,3,11,MORTGAGE,62664.0,24.17,1
25000, 36 months,15.33,3,3,RENT,50000.0,14.47,1
5000, 36 months,13.06,4,2,RENT,22992.0,21.56,1
6000, 60 months,8.9,6,9,RENT,21624.0,23.75,1
10000, 36 months,7.88,6,11,OWN,45000.0,11.89,1
12475, 36 months,6.03,6,11,MORTGAGE,88000.0,10.04,0
18000, 36 months,10.65,5,11,RENT,63000.0,6.55,0
12675, 60 months,13.49,4,1,MORTGAGE,230000.0,16.76,0
12000, 60 months,13.67,5,3,MORTGAGE,70000.0,17.5,1
28000, 36 months,12.99,4,2,MORTGAGE,160000.0,15.14,1
3450, 36 months,19.52,3,0,RENT,12000.0,14.2,1
15000, 36 months,10.65,5,4,RENT,69000.0,21.58,0
28000, 60 months,18.64,2,5,MORTGAGE,72000.0,14.97,0
6000, 36 months,10.99,5,11,RENT,47000.0,5.8,0
2100, 36 months,12.49,3,1,RENT,12500.0,14.4,1
9000, 36 months,11.49,5,7,MORTGAGE,141000.0,13.4,1
21850, 60 months,11.55,5,10,RENT,50000.0,17.26,1
8500, 36 months,11.14,5,10,MORTGAGE,70000.0,23.09,0
19400, 36 months,12.69,5,1,RENT,50000.0,17.66,0
15000, 36 months,16.89,3,6,MORTGAGE,89000.0,18.11,0
19075, 36 months,18.25,3,4,RENT,43000.0,34.47,1
15000, 36 months,15.61,4,8,MORTGAGE,62000.0,15.69,1
11000, 36 months,10.59,5,4,MORTGAGE,42000.0,14.94,1
5000, 36 months,8.9,6,6,RENT,20000.0,15.48,0
5000, 36 months,16.49,3,4,RENT,24000.0,16.1,1
9000, 36 months,23.5,1,4,MORTGAGE,45000.0,21.65,1
14825, 36 months,13.67,5,4,OWN,64000.0,26.96,1
20000, 36 months,17.56,3,0,OWN,52384.0,10.29,1
8000, 36 months,9.91,5,6,OWN,24000.0,9.85,0
5000, 36 months,11.71,5,11,RENT,41000.0,4.04,0
4900, 36 months,11.49,5,3,RENT,38400.0,23.75,1
14625, 60 months,14.3,4,9,MORTGAGE,55000.0,18.26,1
8000, 36 months,10.75,5,4,RENT,18000.0,13.6,1
10000, 36 months,10.65,5,11,RENT,96000.0,4.79,0
7500, 36 months,9.76,5,1,MORTGAGE,40000.0,17.43,1
21350, 60 months,17.56,3,2,RENT,48000.0,17.08,1
21000, 60 months,25.28,1,4,RENT,80000.0,9.48,1
16800, 60 months,10.99,5,4,MORTGAGE,65000.0,13.42,1
8450, 36 months,10.99,5,11,MORTGAGE,50000.0,22.01,0
18000, 36 months,7.9,6,3,MORTGAGE,140000.0,2.69,0
12375, 60 months,21.48,2,11,MORTGAGE,69871.0,22.21,1
19425, 36 months,15.1,4,11,MORTGAGE,44000.0,15.98,1
10000, 36 months,16.89,3,7,MORTGAGE,120000.0,17.06,0
5000, 36 months,6.62,6,11,MORTGAGE,40000.0,21.03,0
35000, 60 months,20.3,2,11,RENT,75000.0,19.28,1
20000, 36 months,6.62,6,11,RENT,54996.0,17.74,0
20000, 60 months,15.23,4,11,MORTGAGE,60000.0,16.5,1
15000, 36 months,10.99,5,11,OWN,52400.0,8.38,1
8000, 36 months,17.58,3,8,MORTGAGE,48661.0,4.81,0
4000, 36 months,11.86,5,11,RENT,48000.0,3.98,1
4800, 36 months,10.37,5,11,MORTGAGE,55980.0,10.2,1
25000, 36 months,10.59,5,5,MORTGAGE,70000.0,19.56,0
14500, 36 months,11.14,5,2,RENT,36000.0,21.8,1
6500, 60 months,11.71,5,8,RENT,36000.0,1.75,0
1800, 36 months,8.49,6,11,RENT,36000.0,21.17,1
9450, 36 months,16.29,3,11,RENT,29000.0,15.97,0
5500, 60 months,13.23,4,4,RENT,27398.0,24.84,1
12000, 36 months,10.99,5,10,MORTGAGE,60000.0,12.46,1
28000, 60 months,11.99,5,4,MORTGAGE,133000.0,5.95,0
7200, 36 months,15.27,4,0,RENT,30000.0,21.16,0
4800, 36 months,18.25,3,1,RENT,30000.0,18.68,1
24000, 60 months,10.65,5,8,MORTGAGE,200000.0,4.13,0
4000, 36 months,7.49,6,3,MORTGAGE,100000.0,5.7,0
35000, 36 months,12.99,4,11,RENT,75000.0,11.54,1
10750, 36 months,8.49,6,11,MORTGAGE,81000.0,11.75,0
10000, 60 months,18.55,3,10,RENT,60000.0,27.62,1
6000, 36 months,13.35,4,5,RENT,35364.0,0.54,1
9400, 60 months,15.27,4,1,MORTGAGE,29280.0,0.74,0
12000, 36 months,9.91,5,8,MORTGAGE,47500.0,14.15,0
25875, 36 months,17.56,3,1,RENT,72000.0,18.27,1
10000, 36 months,10.37,5,11,RENT,30000.0,20.88,1
