loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,purpose,dti,bad_loans
14400, 60 months,21.18,E,8 years,MORTGAGE,50000.0,debt_consolidation,29.26,0
2475, 36 months,11.99,B,10+ years,MORTGAGE,60000.0,medical,26.58,0
28000, 36 months,7.62,A,10+ years,RENT,90000.0,credit_card,24.7,0
18000, 36 months,12.49,B,5 years,RENT,91000.0,credit_card,10.04,0
12000, 36 months,8.9,A,8 years,MORTGAGE,60000.0,credit_card,26.7,0
25475, 60 months,17.99,D,5 years,MORTGAGE,51000.0,debt_consolidation,20.96,1
10000, 36 months,14.16,C,1 year,MORTGAGE,200000.0,debt_consolidation,9.15,1
3850, 36 months,16.29,D,8 years,MORTGAGE,38000.0,debt_consolidation,10.9,0
21000, 36 months,7.62,A,2 years,MORTGAGE,120000.0,credit_card,14.51,0
12300, 36 months,14.33,C,1 year,RENT,38105.0,debt_consolidation,29.22,1
25000, 60 months,26.06,G,10+ years,MORTGAGE,110000.0,house,30.13,1
8000, 36 months,12.49,B,1 year,MORTGAGE,48000.0,debt_consolidation,28.04,0
30000, 36 months,12.12,B,10+ years,MORTGAGE,109900.0,debt_consolidation,3.82,1
16000, 36 months,8.9,A,10+ years,MORTGAGE,100000.0,credit_card,13.86,0
24000, 60 months,16.59,D,3 years,RENT,60000.0,debt_consolidation,23.4,0
4075, 36 months,16.59,D,10+ years,RENT,51000.0,debt_consolidation,16.82,0
4000, 36 months,15.61,D,7 years,RENT,70000.0,debt_consolidation,13.15,0
4800, 36 months,12.69,B,6 years,MORTGAGE,48000.0,home_improvement,4.0,1
16000, 36 months,8.9,A,10+ years,RENT,53000.0,debt_consolidation,9.81,0
20000, 36 months,10.99,B,3 years,MORTGAGE,72000.0,credit_card,26.62,0
28000, 36 months,8.9,A,10+ years,MORTGAGE,120000.0,debt_consolidation,16.32,1
10000, 60 months,16.24,C,10+ years,MORTGAGE,83877.0,debt_consolidation,4.11,0
13125, 36 months,15.31,C,< 1 year,RENT,69200.0,credit_card,17.26,0
9450, 36 months,10.16,B,10+ years,MORTGAGE,52000.0,debt_consolidation,32.23,1
3600, 36 months,14.98,C,10+ years,MORTGAGE,62000.0,debt_consolidation,18.23,0
15875, 36 months,13.11,B,6 years,MORTGAGE,36000.0,debt_consolidation,23.03,1
18000, 36 months,9.67,B,7 years,MORTGAGE,115000.0,debt_consolidation,23.63,0
10000, 36 months,14.33,C,2 years,RENT,37500.0,credit_card,22.3,1
5025, 36 months,12.99,B,10+ years,RENT,80000.0,credit_card,6.93,0
17000, 36 months,10.99,B,3 years,MORTGAGE,87950.0,credit_card,7.33,0
26000, 36 months,20.49,E,2 years,OWN,52000.0,debt_consolidation,15.21,1
11400, 60 months,22.15,E,10+ years,MORTGAGE,50000.0,debt_consolidation,18.73,0
25000, 36 months,21.49,E,2 years,RENT,70000.0,debt_consolidation,16.23,1
5000, 36 months,12.12,B,6 years,OWN,25000.0,other,9.31,1
12375, 36 months,14.47,C,1 year,RENT,96000.0,debt_consolidation,7.84,0
14125, 36 months,12.99,C,10+ years,RENT,70000.0,debt_consolidation,20.5,0
35000, 60 months,19.91,E,7 years,MORTGAGE,115000.0,debt_consolidation,16.62,1
27300, 36 months,21.99,E,10+ years,MORTGAGE,76000.0,other,22.71,0
5000, 36 months,8.9,A,5 years,OWN,30000.0,major_purchase,22.04,0
12000, 36 months,8.39,A,10+ years,MORTGAGE,68000.0,credit_card,10.89,0
35000, 60 months,21.97,E,3 years,MORTGAGE,170000.0,debt_consolidation,19.32,1
7450, 36 months,24.5,F,4 years,MORTGAGE,60000.0,moving,16.24,0
8000, 36 months,13.11,B,2 years,RENT,95000.0,major_purchase,14.63,1
9000, 36 months,7.62,A,7 years,RENT,50000.0,debt_consolidation,18.62,1
17000, 36 months,15.61,C,10+ years,MORTGAGE,54000.0,debt_consolidation,12.0,0
2525, 36 months,14.33,C,6 years,MORTGAGE,40000.0,debt_consolidation,23.34,1
1500, 36 months,7.9,A,5 years,RENT,43000.0,vacation,4.13,1
12000, 36 months,13.53,B,2 years,RENT,51000.0,debt_consolidation,14.49,0
30000, 60 months,16.59,D,10+ years,RENT,72800.0,debt_consolidation,25.61,1
7000, 36 months,12.49,B,10+ years,MORTGAGE,51000.0,debt_consolidation,27.44,0
35000, 36 months,22.95,F,3 years,MORTGAGE,103000.0,debt_consolidation,16.6,1
2500, 36 months,18.49,D,3 years,RENT,108000.0,debt_consolidation,18.98,1
8000, 36 months,18.92,D,7 years,MORTGAGE,60000.0,debt_consolidation,11.84,0
12000, 60 months,18.24,D,2 years,RENT,72000.0,other,17.32,1
10000, 60 months,18.25,D,10+ years,RENT,50000.0,other,4.82,0
17600, 60 months,23.28,F,10+ years,MORTGAGE,70000.0,credit_card,26.61,1
7575, 36 months,15.31,C,10+ years,MORTGAGE,80000.0,debt_consolidation,12.66,0
29175, 60 months,17.27,C,5 years,MORTGAGE,65000.0,credit_card,27.06,1
35000, 60 months,18.25,D,3 years,MORTGAGE,110000.0,credit_card,16.18,0
18550, 36 months,14.64,C,< 1 year,RENT,93000.0,debt_consolidation,18.26,0
21000, 60 months,21.48,E,5 years,RENT,42000.0,credit_card,24.08,1
17000, 60 months,14.64,C,2 years,RENT,43000.0,credit_card,25.15,0
30000, 60 months,21.98,E,9 years,MORTGAGE,143500.0,credit_card,21.48,1
10575, 36 months,16.24,C,2 years,OWN,29100.0,debt_consolidation,30.76,0
3600, 36 months,21.0,E,9 years,RENT,22000.0,credit_card,6.16,1
23000, 60 months,12.99,B,10+ years,MORTGAGE,91000.0,credit_card,18.08,0
2000, 36 months,19.52,E,10+ years,MORTGAGE,23000.0,other,10.91,1
15000, 60 months,21.18,E,10+ years,MORTGAGE,85000.0,debt_consolidation,16.49,0
6475, 36 months,18.75,D,10+ years,RENT,60000.0,debt_consolidation,20.54,1
4800, 36 months,17.77,D,2 years,RENT,82000.0,vacation,31.96,1
18000, 36 months,18.25,D,2 years,RENT,96000.0,small_business,11.69,1
35000, 36 months,11.67,B,10+ years,RENT,117000.0,debt_consolidation,26.32,0
17600, 36 months,16.59,D,2 years,RENT,160000.0,debt_consolidation,2.32,0
5000, 36 months,18.49,D,3 years,RENT,65000.0,debt_consolidation,20.1,1
14025, 36 months,14.16,C,1 year,MORTGAGE,105000.0,car,8.35,0
5000, 36 months,12.49,B,1 year,OWN,45000.0,debt_consolidation,10.11,1
25075, 60 months,21.99,E,6 years,MORTGAGE,145000.0,home_improvement,12.33,0
9000, 36 months,12.99,B,2 years,RENT,74000.0,other,20.9,0
12000, 36 months,14.64,C,10+ years,MORTGAGE,95000.0,moving,5.77,0
8250, 36 months,16.24,C,< 1 year,RENT,33000.0,debt_consolidation,15.6,0
20000, 36 months,12.85,B,5 years,MORTGAGE,83000.0,debt_consolidation,25.09,0
5000, 36 months,22.47,E,2 years,RENT,70000.0,other,12.17,1
10000, 36 months,14.47,C,10+ years,MORTGAGE,85000.0,debt_consolidation,9.61,0
16000, 60 months,15.31,C,< 1 year,MORTGAGE,48000.0,debt_consolidation,22.82,0
31500, 60 months,17.57,D,10+ years,MORTGAGE,145000.0,debt_consolidation,6.47,0
35000, 36 months,13.35,C,1 year,RENT,150000.0,credit_card,13.17,0
30000, 60 months,17.57,D,10+ years,MORTGAGE,110000.0,debt_consolidation,16.82,0
8500, 36 months,9.67,B,10+ years,MORTGAGE,83000.0,debt_consolidation,20.07,0
28000, 60 months,21.98,E,7 years,MORTGAGE,105000.0,debt_consolidation,10.65,1
21000, 36 months,12.99,B,1 year,MORTGAGE,150000.0,debt_consolidation,20.2,1
11200, 36 months,13.98,C,8 years,MORTGAGE,104000.0,medical,11.35,0
15000, 60 months,17.57,D,8 years,RENT,40000.0,debt_consolidation,14.55,1
6275, 36 months,20.5,E,9 years,RENT,38000.0,debt_consolidation,18.73,0
35000, 60 months,16.24,C,10+ years,MORTGAGE,75000.0,debt_consolidation,19.76,0
10750, 36 months,18.49,D,10+ years,MORTGAGE,31200.0,other,23.07,1
9600, 36 months,17.27,D,2 years,RENT,35000.0,debt_consolidation,16.42,1
10000, 36 months,13.98,C,10+ years,MORTGAGE,60000.0,debt_consolidation,17.76,0
4000, 36 months,15.31,C,7 years,RENT,32330.0,medical,12.58,0
9775, 36 months,19.47,D,6 years,MORTGAGE,48000.0,debt_consolidation,18.9,0
3250, 36 months,19.05,D,10+ years,RENT,31000.0,car,4.88,1
10000, 36 months,14.16,C,10+ years,OWN,49000.0,debt_consolidation,12.91,0
15350, 36 months,8.9,A,8 years,MORTGAGE,120000.0,debt_consolidation,12.15,1
14000, 60 months,15.61,C,7 years,RENT,50000.0,credit_card,24.63,0
35000, 60 months,21.48,E,5 years,MORTGAGE,130000.0,major_purchase,12.02,0
20000, 60 months,16.29,D,6 years,MORTGAGE,85000.0,debt_consolidation,22.53,0
8000, 36 months,12.49,B,2 years,RENT,52000.0,debt_consolidation,11.08,0
10000, 60 months,24.08,F,3 years,MORTGAGE,99000.0,debt_consolidation,16.34,0
22000, 60 months,15.61,D,2 years,MORTGAGE,64000.0,debt_consolidation,16.91,1
4500, 36 months,8.9,A,2 years,RENT,20000.0,debt_consolidation,22.85,1
22000, 36 months,19.52,E,10+ years,MORTGAGE,76500.0,credit_card,23.12,0
24000, 60 months,16.99,D,10+ years,RENT,80000.0,debt_consolidation,31.07,1
33600, 60 months,23.83,F,10+ years,RENT,92000.0,debt_consolidation,19.11,1
2000, 36 months,13.11,B,10+ years,OWN,27600.0,other,24.87,1
14000, 36 months,9.67,B,2 years,MORTGAGE,86000.0,debt_consolidation,17.29,1
25000, 36 months,15.61,C,10+ years,MORTGAGE,77000.0,small_business,22.01,0
2500, 36 months,16.59,D,3 years,RENT,45000.0,debt_consolidation,29.39,0
9000, 36 months,18.92,D,6 years,RENT,48000.0,debt_consolidation,20.88,1
10000, 36 months,7.9,A,8 years,MORTGAGE,91000.0,debt_consolidation,18.78,0
3000, 36 months,13.67,B,1 year,MORTGAGE,30000.0,other,13.56,1
12000, 60 months,15.61,D,8 years,MORTGAGE,72000.0,credit_card,23.95,0
18000, 60 months,16.99,D,10+ years,MORTGAGE,66000.0,debt_consolidation,27.04,0
10575, 36 months,15.61,C,6 years,MORTGAGE,40000.0,debt_consolidation,3.45,0
5675, 36 months,14.47,C,10+ years,RENT,98000.0,debt_consolidation,7.09,0
8000, 36 months,13.98,C,1 year,MORTGAGE,77000.0,debt_consolidation,11.42,0
10800, 36 months,13.98,C,1 year,MORTGAGE,80000.0,debt_consolidation,16.47,0
9300, 36 months,7.62,A,10+ years,MORTGAGE,88000.0,credit_card,17.3,1
25450, 60 months,21.49,E,10+ years,MORTGAGE,62000.0,debt_consolidation,32.13,1
25000, 36 months,7.9,A,10+ years,MORTGAGE,89000.0,debt_consolidation,7.16,0
8325, 36 months,14.49,C,10+ years,MORTGAGE,56000.0,home_improvement,14.83,0
26400, 60 months,23.91,G,8 years,RENT,52800.0,house,19.66,1
15000, 36 months,18.25,D,8 years,MORTGAGE,120000.0,credit_card,24.79,0
4600, 36 months,14.99,C,4 years,RENT,30000.0,debt_consolidation,7.52,0
12000, 36 months,7.9,A,1 year,RENT,67000.0,debt_consolidation,19.25,0
8400, 36 months,15.31,C,3 years,RENT,71392.0,debt_consolidation,18.54,1
18650, 36 months,20.49,E,10+ years,MORTGAGE,58000.0,debt_consolidation,20.07,1
35000, 60 months,20.99,E,4 years,MORTGAGE,108000.0,debt_consolidation,6.16,0
9800, 36 months,9.67,B,4 years,RENT,99000.0,debt_consolidation,7.35,0
5000, 36 months,9.67,B,4 years,RENT,34000.0,debt_consolidation,9.04,0
15000, 36 months,13.53,B,10+ years,MORTGAGE,193000.0,debt_consolidation,0.67,0
27825, 36 months,8.9,A,10+ years,MORTGAGE,70000.0,credit_card,34.32,1
5000, 36 months,10.99,B,2 years,OWN,25000.0,debt_consolidation,5.04,0
15000, 36 months,10.99,B,10+ years,MORTGAGE,40000.0,debt_consolidation,16.61,0
3000, 36 months,15.61,C,< 1 year,RENT,74000.0,home_improvement,15.71,0
19875, 60 months,20.49,E,10+ years,MORTGAGE,66600.0,debt_consolidation,29.42,0
21200, 60 months,23.63,F,5 years,RENT,48000.0,debt_consolidation,25.12,1
25000, 60 months,14.33,C,10+ years,MORTGAGE,90000.0,credit_card,12.76,1
3300, 36 months,12.49,B,10+ years,MORTGAGE,65000.0,home_improvement,33.03,0
3000, 36 months,16.24,C,< 1 year,MORTGAGE,32400.0,other,0.33,0
22750, 60 months,19.99,E,4 years,MORTGAGE,75000.0,small_business,20.91,1
10300, 36 months,15.8,C,5 years,MORTGAGE,54996.0,debt_consolidation,14.07,1
13000, 36 months,14.09,B,10+ years,OWN,72000.0,debt_consolidation,10.57,1
12000, 60 months,17.57,D,7 years,MORTGAGE,70000.0,debt_consolidation,11.76,1
16200, 36 months,9.67,B,6 years,MORTGAGE,44657.0,credit_card,9.73,0
12000, 36 months,8.9,A,3 years,OWN,50000.0,debt_consolidation,16.59,0
22250, 60 months,23.28,F,7 years,MORTGAGE,50000.0,debt_consolidation,13.34,1
12000, 60 months,18.25,D,10+ years,RENT,150000.0,debt_consolidation,1.16,1
20000, 60 months,18.25,D,9 years,MORTGAGE,65000.0,debt_consolidation,15.58,0
12000, 36 months,11.99,B,10+ years,RENT,65000.0,credit_card,20.07,0
17600, 36 months,9.67,B,8 years,MORTGAGE,63780.0,credit_card,17.24,0
20000, 60 months,9.67,B,< 1 year,OWN,66617.0,debt_consolidation,11.8,0
4150, 36 months,14.09,B,10+ years,MORTGAGE,49000.0,debt_consolidation,27.54,1
20000, 36 months,8.9,A,7 years,RENT,89000.0,debt_consolidation,28.7,1
8825, 36 months,14.16,C,10+ years,MORTGAGE,50000.0,debt_consolidation,28.3,0
17500, 36 months,13.11,B,8 years,MORTGAGE,40000.0,debt_consolidation,19.81,1
6350, 36 months,12.49,B,2 years,RENT,72400.0,debt_consolidation,9.51,0
3975, 36 months,21.18,E,4 years,RENT,82000.0,debt_consolidation,1.83,0
12725, 36 months,16.29,D,10+ years,RENT,50000.0,debt_consolidation,24.05,0
10000, 36 months,13.53,B,< 1 year,RENT,35000.0,debt_consolidation,8.64,0
35000, 60 months,14.47,C,< 1 year,MORTGAGE,120000.0,home_improvement,5.39,0
9500, 36 months,17.27,C,< 1 year,MORTGAGE,68000.0,debt_consolidation,16.85,1
6000, 36 months,16.59,D,1 year,MORTGAGE,45760.0,debt_consolidation,30.13,0
12550, 60 months,15.31,C,8 years,MORTGAGE,140000.0,debt_consolidation,30.27,0
13200, 60 months,16.59,D,< 1 year,RENT,41000.0,debt_consolidation,26.2,1
12450, 60 months,21.48,E,4 years,MORTGAGE,63000.0,debt_consolidation,7.73,1
21500, 36 months,11.67,B,5 years,RENT,125000.0,debt_consolidation,14.95,0
7300, 36 months,13.35,C,7 years,RENT,31241.0,debt_consolidation,6.15,0
24000, 36 months,10.99,B,10+ years,MORTGAGE,70000.0,credit_card,18.81,0
2000, 36 months,13.65,C,< 1 year,RENT,45000.0,debt_consolidation,22.13,0
20000, 36 months,14.64,C,10+ years,MORTGAGE,165000.0,debt_consolidation,24.44,1
10000, 36 months,15.8,C,2 years,RENT,40000.0,debt_consolidation,1.95,1
4000, 36 months,16.99,D,2 years,RENT,40000.0,medical,17.25,1
30750, 60 months,20.49,E,1 year,RENT,90000.0,house,5.23,1
35000, 36 months,21.98,E,10+ years,OWN,94000.0,debt_consolidation,27.27,1
24000, 36 months,8.9,A,10+ years,RENT,123000.0,credit_card,9.43,0
1625, 36 months,24.08,F,7 years,RENT,57000.0,debt_consolidation,22.91,0
20000, 36 months,14.98,C,9 years,MORTGAGE,75000.0,credit_card,11.09,1
27125, 60 months,25.99,G,10+ years,MORTGAGE,80000.0,debt_consolidation,21.09,1
13600, 36 months,9.76,B,2 years,RENT,36096.0,debt_consolidation,27.26,1
12000, 36 months,13.98,C,2 years,MORTGAGE,65000.0,credit_card,27.51,1
10000, 36 months,7.9,A,10+ years,MORTGAGE,95500.0,debt_consolidation,10.17,0
10000, 36 months,18.25,D,2 years,MORTGAGE,35000.0,debt_consolidation,23.66,0
8000, 36 months,12.12,B,5 years,RENT,28329.0,moving,8.6,1
10800, 60 months,21.99,E,7 years,MORTGAGE,85000.0,debt_consolidation,25.95,0
8400, 36 months,8.9,A,10+ years,MORTGAGE,52000.0,credit_card,17.17,0
15000, 36 months,10.99,B,10+ years,MORTGAGE,145000.0,credit_card,14.27,0
28000, 36 months,9.67,B,10+ years,MORTGAGE,180000.0,credit_card,17.67,0
19000, 60 months,17.99,D,4 years,MORTGAGE,39000.0,other,19.85,1
7000, 36 months,13.99,C,3 years,OWN,20000.0,debt_consolidation,8.64,1
6500, 36 months,10.74,B,1 year,RENT,40000.0,other,18.87,1
8000, 36 months,12.49,B,2 years,MORTGAGE,31000.0,debt_consolidation,21.5,0
22250, 60 months,18.75,D,10+ years,MORTGAGE,66356.0,credit_card,23.09,1
20000, 36 months,17.57,D,4 years,RENT,56000.0,credit_card,22.44,0
24000, 60 months,18.25,D,3 years,MORTGAGE,110000.0,home_improvement,8.85,0
20000, 36 months,13.65,C,5 years,MORTGAGE,80000.0,debt_consolidation,17.48,0
6000, 36 months,14.33,C,1 year,RENT,76000.0,debt_consolidation,7.25,1
5000, 36 months,14.09,B,1 year,RENT,190000.0,wedding,3.0,1
4950, 36 months,19.05,D,10+ years,MORTGAGE,55000.0,other,25.33,1
13800, 36 months,7.62,A,10+ years,MORTGAGE,60000.0,debt_consolidation,8.12,0
17625, 60 months,21.18,E,10+ years,MORTGAGE,49000.0,debt_consolidation,27.14,0
25000, 36 months,21.28,F,10+ years,RENT,82000.0,small_business,13.46,1
14125, 36 months,19.72,D,5 years,RENT,36000.0,other,29.33,1
17325, 60 months,19.05,D,8 years,RENT,110800.0,wedding,7.31,1
21125, 60 months,22.95,F,10+ years,RENT,48525.0,debt_consolidation,29.4,1
12000, 60 months,18.99,E,3 years,RENT,90000.0,credit_card,18.12,0
15900, 60 months,17.57,D,8 years,RENT,65000.0,debt_consolidation,17.32,0
7000, 36 months,13.11,B,5 years,MORTGAGE,70000.0,medical,22.36,1
15000, 60 months,19.47,D,10+ years,MORTGAGE,75000.0,home_improvement,2.61,0
11100, 36 months,16.29,C,10+ years,RENT,50000.0,debt_consolidation,17.4,1
21000, 36 months,7.9,A,10+ years,MORTGAGE,90000.0,debt_consolidation,17.58,0
10000, 60 months,20.99,E,10+ years,MORTGAGE,60000.0,home_improvement,10.84,1
6000, 36 months,12.99,C,5 years,RENT,35000.0,debt_consolidation,16.26,0
18000, 36 months,12.49,B,10+ years,RENT,70000.0,debt_consolidation,12.21,1
10000, 36 months,15.31,C,3 years,RENT,45000.0,credit_card,27.71,1
20000, 36 months,14.33,C,3 years,MORTGAGE,65000.0,debt_consolidation,6.42,1
8500, 36 months,17.77,D,< 1 year,MORTGAGE,75000.0,other,16.51,1
14825, 36 months,14.99,C,7 years,RENT,60000.0,debt_consolidation,13.88,0
13000, 36 months,7.62,A,5 years,RENT,49000.0,debt_consolidation,17.98,0
15000, 60 months,18.92,D,10+ years,MORTGAGE,73000.0,debt_consolidation,21.08,0
5825, 36 months,14.98,C,6 years,RENT,28000.0,other,23.38,0
5400, 36 months,14.47,C,10+ years,MORTGAGE,74000.0,debt_consolidation,29.65,0
9000, 36 months,17.57,D,10+ years,RENT,38000.0,debt_consolidation,31.01,1
7000, 36 months,7.51,A,10+ years,MORTGAGE,78000.0,debt_consolidation,23.31,1
2750, 36 months,6.49,A,< 1 year,OWN,82500.0,other,9.89,0
11300, 36 months,13.98,C,10+ years,MORTGAGE,55000.0,debt_consolidation,27.23,0
15000, 60 months,19.47,D,8 years,MORTGAGE,51667.0,other,18.05,0
5425, 36 months,17.57,D,3 years,RENT,22000.0,debt_consolidation,9.22,0
30000, 60 months,15.61,D,< 1 year,RENT,112000.0,debt_consolidation,30.19,0
3600, 36 months,12.12,B,10+ years,RENT,98000.0,other,9.02,1
3600, 36 months,20.99,E,10+ years,RENT,35000.0,debt_consolidation,20.51,1
19200, 36 months,11.14,B,2 years,MORTGAGE,51000.0,credit_card,17.67,1
3600, 36 months,15.31,C,5 years,RENT,42000.0,debt_consolidation,30.37,1
20000, 36 months,12.12,B,3 years,RENT,52000.0,debt_consolidation,25.54,1
6000, 36 months,13.65,C,10+ years,MORTGAGE,55000.0,debt_consolidation,19.05,0
15000, 36 months,16.29,C,3 years,RENT,40000.0,debt_consolidation,11.79,1
8600, 36 months,7.9,A,2 years,MORTGAGE,100000.0,credit_card,12.0,0
9100, 36 months,12.49,B,< 1 year,RENT,25000.0,credit_card,12.19,1
24000, 60 months,16.29,C,10+ years,RENT,98000.0,debt_consolidation,22.96,1
12500, 36 months,13.98,C,< 1 year,MORTGAGE,50000.0,debt_consolidation,16.56,1
7700, 36 months,12.49,B,10+ years,RENT,70000.0,debt_consolidation,21.74,0
18000, 36 months,16.59,D,4 years,RENT,70000.0,debt_consolidation,17.88,0
12000, 36 months,16.59,D,< 1 year,RENT,59540.0,debt_consolidation,32.86,0
10000, 36 months,6.62,A,10+ years,MORTGAGE,55000.0,debt_consolidation,14.5,0
10000, 36 months,12.12,B,< 1 year,RENT,80000.0,debt_consolidation,22.71,1
35000, 36 months,9.76,B,7 years,MORTGAGE,120000.0,debt_consolidation,5.91,1
8125, 36 months,15.31,C,6 years,MORTGAGE,60000.0,credit_card,7.12,0
4050, 36 months,15.61,C,6 years,RENT,32320.0,debt_consolidation,15.56,0
15000, 36 months,6.03,A,10+ years,MORTGAGE,180000.0,credit_card,14.93,0
26925, 36 months,14.16,C,10+ years,MORTGAGE,61300.0,debt_consolidation,3.45,0
21000, 36 months,19.72,D,9 years,MORTGAGE,92000.0,credit_card,9.36,1
6200, 36 months,14.16,C,10+ years,RENT,42000.0,credit_card,13.06,0
7200, 36 months,10.15,B,1 year,RENT,120000.0,credit_card,11.9,0
20125, 60 months,21.98,E,10+ years,RENT,51000.0,debt_consolidation,24.45,1
30000, 60 months,23.43,F,2 years,MORTGAGE,111000.0,debt_consolidation,33.73,0
10000, 36 months,14.09,B,10+ years,MORTGAGE,62000.0,debt_consolidation,25.54,1
6750, 36 months,6.03,A,< 1 year,RENT,50000.0,credit_card,3.36,0
7000, 36 months,16.29,D,10+ years,MORTGAGE,87000.0,debt_consolidation,19.79,0
4000, 36 months,14.33,C,9 years,MORTGAGE,40000.0,debt_consolidation,25.86,1
10100, 36 months,18.49,D,10+ years,MORTGAGE,30000.0,credit_card,21.69,1
15000, 36 months,11.14,B,10+ years,MORTGAGE,120000.0,debt_consolidation,17.98,1
7200, 36 months,21.99,E,6 years,MORTGAGE,96000.0,home_improvement,1.29,1
8225, 36 months,18.25,D,2 years,RENT,23020.0,debt_consolidation,25.39,0
3000, 36 months,7.62,A,10+ years,MORTGAGE,85000.0,home_improvement,13.51,1
26000, 36 months,8.9,A,2 years,MORTGAGE,180000.0,debt_consolidation,10.23,0
3800, 36 months,13.11,B,1 year,RENT,17000.0,credit_card,13.98,1
5000, 36 months,23.4,E,10+ years,RENT,30000.0,major_purchase,16.52,1
21725, 36 months,12.12,B,2 years,MORTGAGE,103000.0,debt_consolidation,25.46,1
8000, 36 months,15.8,C,5 years,MORTGAGE,45314.0,debt_consolidation,21.87,1
7000, 36 months,12.49,B,6 years,RENT,45000.0,credit_card,14.4,0
8875, 36 months,13.11,B,2 years,RENT,26000.0,credit_card,21.46,1
10000, 36 months,14.33,C,4 years,MORTGAGE,60000.0,debt_consolidation,27.34,1
15775, 60 months,18.25,D,10+ years,MORTGAGE,36000.0,debt_consolidation,23.3,0
23000, 60 months,8.9,A,10+ years,RENT,96000.0,debt_consolidation,14.16,1
28000, 60 months,16.24,C,10+ years,MORTGAGE,90000.0,debt_consolidation,12.95,0
30000, 36 months,16.24,C,10+ years,RENT,108000.0,small_business,7.29,0
17625, 36 months,12.12,B,5 years,RENT,40000.0,credit_card,26.73,1
7500, 36 months,13.49,C,2 years,MORTGAGE,30000.0,credit_card,21.12,1
20000, 36 months,6.03,A,3 years,MORTGAGE,309000.0,debt_consolidation,9.58,0
16375, 36 months,11.99,B,4 years,MORTGAGE,80000.0,debt_consolidation,24.4,0
10400, 36 months,17.77,D,3 years,RENT,42000.0,debt_consolidation,25.43,1
21200, 60 months,19.47,D,10+ years,MORTGAGE,67000.0,debt_consolidation,21.72,0
10000, 60 months,10.16,B,< 1 year,MORTGAGE,90000.0,major_purchase,15.08,1
10000, 36 months,17.77,D,< 1 year,MORTGAGE,110000.0,debt_consolidation,20.03,1
19300, 60 months,16.59,D,2 years,MORTGAGE,44000.0,debt_consolidation,10.34,1
13000, 36 months,14.47,C,10+ years,MORTGAGE,48000.0,debt_consolidation,15.95,0
12000, 36 months,13.53,B,7 years,MORTGAGE,50000.0,credit_card,27.46,0
10000, 36 months,11.99,B,2 years,RENT,65000.0,debt_consolidation,11.95,0
12600, 60 months,21.18,E,5 years,OWN,37000.0,debt_consolidation,16.54,0
10000, 36 months,12.99,B,10+ years,MORTGAGE,50000.0,credit_card,3.94,0
35000, 60 months,20.89,F,4 years,MORTGAGE,90000.0,wedding,8.12,1
16000, 36 months,11.99,B,5 years,MORTGAGE,101500.0,debt_consolidation,15.24,1
20000, 60 months,18.75,D,8 years,MORTGAGE,72000.0,debt_consolidation,26.15,1
12000, 60 months,17.57,D,2 years,MORTGAGE,64000.0,debt_consolidation,14.19,0
10000, 36 months,14.33,C,10+ years,RENT,70000.0,debt_consolidation,8.79,1
20000, 60 months,15.31,C,< 1 year,RENT,124800.0,debt_consolidation,14.47,1
4000, 36 months,19.72,D,4 years,RENT,34000.0,other,30.04,1
19200, 60 months,20.99,E,10+ years,RENT,82000.0,debt_consolidation,7.27,1
30000, 60 months,21.98,E,7 years,RENT,105000.0,debt_consolidation,22.87,1
15000, 60 months,19.99,E,10+ years,MORTGAGE,51000.0,debt_consolidation,17.84,0
9350, 36 months,16.29,C,10+ years,RENT,45000.0,credit_card,15.49,1
9100, 36 months,10.99,B,10+ years,MORTGAGE,60000.0,debt_consolidation,25.32,1
28000, 60 months,19.05,D,3 years,MORTGAGE,125000.0,debt_consolidation,29.88,1
17500, 36 months,18.55,D,3 years,RENT,35000.0,debt_consolidation,31.05,1
13750, 36 months,10.99,B,3 years,RENT,96500.0,debt_consolidation,13.8,1
28125, 60 months,17.77,D,10+ years,MORTGAGE,135000.0,debt_consolidation,4.35,1
16000, 36 months,12.85,B,10+ years,RENT,67000.0,debt_consolidation,6.16,0
20000, 60 months,16.29,C,10+ years,MORTGAGE,166000.0,debt_consolidation,17.13,1
35000, 60 months,16.59,D,6 years,RENT,95000.0,debt_consolidation,6.85,0
20000, 36 months,13.99,C,10+ years,RENT,84000.0,debt_consolidation,23.36,1
25975, 60 months,21.49,E,5 years,OWN,80000.0,home_improvement,19.76,1
15250, 36 months,13.11,B,5 years,MORTGAGE,55000.0,credit_card,15.86,1
13000, 60 months,14.64,C,6 years,RENT,55000.0,debt_consolidation,16.17,0
5500, 36 months,15.8,C,3 years,RENT,30000.0,small_business,5.96,1
27050, 36 months,14.33,C,5 years,RENT,62000.0,debt_consolidation,20.54,1
8800, 36 months,14.98,C,1 year,OWN,20000.0,debt_consolidation,8.4,1
20000, 60 months,22.45,E,10+ years,MORTGAGE,72000.0,other,14.97,0
10000, 36 months,13.67,B,< 1 year,RENT,40000.0,credit_card,20.4,1
13800, 60 months,19.22,D,3 years,RENT,52000.0,moving,21.16,1
35000, 60 months,18.99,E,2 years,MORTGAGE,155000.0,debt_consolidation,16.0,0
4575, 36 months,14.49,C,6 years,OWN,68000.0,debt_consolidation,20.3,0
15000, 60 months,15.61,C,10+ years,MORTGAGE,58000.0,debt_consolidation,20.28,0
